id,title,text,label
102,LAŽNA VIJEST 62: Viralni izvještaji tvrde da je kanton pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 62 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
103,LAŽNA VIJEST 63: Nepotvrđeni izvještaji tvrde da je univerzitet pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 63 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
104,LAŽNA VIJEST 64: Viralni izvještaji tvrde da je univerzitet pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 64 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
105,BIH VIJEST 65: Usvojen je program za mlade u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 65. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
106,LAŽNA VIJEST 66: Lažni izvještaji tvrde da je univerzitet pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 66 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
107,BIH VIJEST 67: Pokrenut je program za mlade u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 67. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
108,LAŽNA VIJEST 68: Lažni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 68 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
109,LAŽNA VIJEST 69: Nepotvrđeni izvještaji tvrde da je kanton pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 69 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
110,LAŽNA VIJEST 70: Nepotvrđeni izvještaji tvrde da je kanton pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 70 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
111,LAŽNA VIJEST 71: Navodni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 71 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
112,BIH VIJEST 72: Najavljen je program za mlade u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 72. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
113,LAŽNA VIJEST 73: Viralni izvještaji tvrde da je vlada pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 73 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
114,LAŽNA VIJEST 74: Nepotvrđeni izvještaji tvrde da je univerzitet pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 74 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
115,BIH VIJEST 75: Pokrenut je projekat obnovljive energije u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 75. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
116,LAŽNA VIJEST 76: Navodni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 76 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
117,LAŽNA VIJEST 77: Viralni izvještaji tvrde da je općina pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 77 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
118,LAŽNA VIJEST 78: Nepotvrđeni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 78 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
119,LAŽNA VIJEST 79: Nepotvrđeni izvještaji tvrde da je kanton pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 79 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
120,BIH VIJEST 80: Otvoren je projekat obnovljive energije u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 80. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
121,LAŽNA VIJEST 81: Nepotvrđeni izvještaji tvrde da je vlada pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 81 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
122,LAŽNA VIJEST 82: Viralni izvještaji tvrde da je općina pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 82 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
123,BIH VIJEST 83: Usvojen je projekat obnovljive energije u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 83. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
124,BIH VIJEST 84: Otvoren je regionalni sajam u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 84. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
125,LAŽNA VIJEST 85: Lažni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 85 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
126,BIH VIJEST 86: Pokrenut je program za mlade u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 86. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
127,BIH VIJEST 87: Usvojen je program za mlade u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 87. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
128,LAŽNA VIJEST 88: Navodni izvještaji tvrde da je univerzitet pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 88 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
129,BIH VIJEST 89: Najavljen je novi kulturni centar u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 89. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
130,LAŽNA VIJEST 90: Navodni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 90 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
131,LAŽNA VIJEST 91: Viralni izvještaji tvrde da je općina pokrenuo tajni projekt.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 91 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
132,BIH VIJEST 92: Najavljen je novi kulturni centar u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 92. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
133,BIH VIJEST 93: Usvojen je novi kulturni centar u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 93. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
134,BIH VIJEST 94: Pokrenut je regionalni sajam u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 94. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
135,BIH VIJEST 95: Usvojen je regionalni sajam u Mostaru.,"Ovo je realistični (sintetički) opis događaja broj 95. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
136,BIH VIJEST 96: Pokrenut je projekat obnovljive energije u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 96. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
137,BIH VIJEST 97: Otvoren je regionalni sajam u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 97. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
138,LAŽNA VIJEST 98: Navodni izvještaji tvrde da je vlada pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 98 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
139,BIH VIJEST 99: Usvojen je projekat obnovljive energije u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 99. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
140,LAŽNA VIJEST 100: Navodni izvještaji tvrde da je općina pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 100 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
141,LAŽNA VIJEST 101: Nepotvrđeni izvještaji tvrde da je univerzitet pokrenuo nepostojeći program.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 101 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
142,LAŽNA VIJEST 102: Navodni izvještaji tvrde da je univerzitet pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 102 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
143,BIH VIJEST 103: Pokrenut je regionalni sajam u Bihaću.,"Ovo je realistični (sintetički) opis događaja broj 103. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
144,BIH VIJEST 104: Najavljen je regionalni sajam u Sarajevu.,"Ovo je realistični (sintetički) opis događaja broj 104. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
145,LAŽNA VIJEST 105: Nepotvrđeni izvještaji tvrde da je kanton pokrenuo skriveni plan.,Ovo je izmišljeni sadržaj kreiran za dataset. Vijest broj 105 opisuje nepostojeći događaj u BiH. Korišteno isključivo za treniranje modela.,1
146,BIH VIJEST 106: Usvojen je novi kulturni centar u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 106. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
147,BIH VIJEST 107: Najavljen je novi kulturni centar u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 107. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
148,BIH VIJEST 108: Najavljen je program za mlade u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 108. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
149,BIH VIJEST 109: Otvoren je program za mlade u Zenici.,"Ovo je realistični (sintetički) opis događaja broj 109. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
150,BIH VIJEST 110: Najavljen je novi kulturni centar u Tuzli.,"Ovo je realistični (sintetički) opis događaja broj 110. Sadržaj je izmišljen, ali strukturiran poput stvarnih vijesti iz BiH.",0
151,Raskrinkavanje: Lažna vijest o zatvaranju škola u cijeloj BiH,Raskrinkavanje.ba je označilo vijest o zatvaranju škola u cijeloj BiH kao potpuno izmišljenu.,1
152,Raskrinkavanje: Lažna vijest o masovnoj migraciji stanovništva iz RS,Lažna tvrdnja se proširila društvenim mrežama: navodi da je masovnoj migraciji stanovništva iz RS nisu potvrđeni ni u jednom relevantnom izvoru.,1
153,Raskrinkavanje: Lažna vijest o zatvaranju škola u cijeloj BiH,Viralna vijest o zatvaranju škola u cijeloj BiH proglašena je netačnom nakon provjere činjenica.,1
154,Raskrinkavanje: Lažna vijest o prodaji državnog zemljišta stranim kompanijama,Viralna vijest o prodaji državnog zemljišta stranim kompanijama proglašena je netačnom nakon provjere činjenica.,1
155,Provjera činjenica: Tvrdnja o uvozu opasnog otpada,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o uvozu opasnog otpada spada u kategoriju 'dezinformacija'.",0
156,Provjera činjenica: Tvrdnja o prodaji državnog zemljišta stranim kompanijama,Činjenice provjerene: tvrdnja da je prodaji državnog zemljišta stranim kompanijama potpuno netačna prema istraživanju portala Raskrinkavanje.,0
157,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Raskrinkavanje.ba je označilo vijest o tajnom dogovoru političkih lidera kao potpuno izmišljenu.,1
158,Raskrinkavanje: Lažna vijest o uvozu opasnog otpada,Raskrinkavanje.ba je označilo vijest o uvozu opasnog otpada kao potpuno izmišljenu.,1
159,Raskrinkavanje: Lažna vijest o poskupljenju struje za 300%,Lažna tvrdnja se proširila društvenim mrežama: navodi da je poskupljenju struje za 300% nisu potvrđeni ni u jednom relevantnom izvoru.,1
160,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Lažna tvrdnja se proširila društvenim mrežama: navodi da je navodnoj ostavci člana Predsjedništva BiH nisu potvrđeni ni u jednom relevantnom izvoru.,1
161,Raskrinkavanje: Lažna vijest o prodaji državnog zemljišta stranim kompanijama,Raskrinkavanje.ba je označilo vijest o prodaji državnog zemljišta stranim kompanijama kao potpuno izmišljenu.,1
162,Provjera činjenica: Tvrdnja o zabrani ulaska bh. građanima u EU,Činjenice provjerene: tvrdnja da je zabrani ulaska bh. građanima u EU potpuno netačna prema istraživanju portala Raskrinkavanje.,0
163,Raskrinkavanje: Lažna vijest o uvođenju policijskog sata u Sarajevu,Raskrinkavanje.ba je označilo vijest o uvođenju policijskog sata u Sarajevu kao potpuno izmišljenu.,1
164,Provjera činjenica: Tvrdnja o zatvaranju škola u cijeloj BiH,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o zatvaranju škola u cijeloj BiH spada u kategoriju 'dezinformacija'.",0
165,Provjera činjenica: Tvrdnja o masovnoj migraciji stanovništva iz RS,Analiza Raskrinkavanja pokazuje da je vijest o masovnoj migraciji stanovništva iz RS označena kao manipulisana.,0
166,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Viralna vijest o tajnom dogovoru političkih lidera proglašena je netačnom nakon provjere činjenica.,1
167,Provjera činjenica: Tvrdnja o poskupljenju struje za 300%,Analiza Raskrinkavanja pokazuje da je vijest o poskupljenju struje za 300% označena kao manipulisana.,0
168,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Viralna vijest o navodnoj ostavci člana Predsjedništva BiH proglašena je netačnom nakon provjere činjenica.,1
169,Provjera činjenica: Tvrdnja o ukidanju kantona u FBiH,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o ukidanju kantona u FBiH spada u kategoriju 'dezinformacija'.",0
170,Provjera činjenica: Tvrdnja o poskupljenju struje za 300%,Činjenice provjerene: tvrdnja da je poskupljenju struje za 300% potpuno netačna prema istraživanju portala Raskrinkavanje.,0
171,Provjera činjenica: Tvrdnja o poskupljenju struje za 300%,Činjenice provjerene: tvrdnja da je poskupljenju struje za 300% potpuno netačna prema istraživanju portala Raskrinkavanje.,0
172,Provjera činjenica: Tvrdnja o ukidanju kantona u FBiH,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o ukidanju kantona u FBiH spada u kategoriju 'dezinformacija'.",0
173,Provjera činjenica: Tvrdnja o zatvaranju škola u cijeloj BiH,Činjenice provjerene: tvrdnja da je zatvaranju škola u cijeloj BiH potpuno netačna prema istraživanju portala Raskrinkavanje.,0
174,Provjera činjenica: Tvrdnja o masovnoj migraciji stanovništva iz RS,Analiza Raskrinkavanja pokazuje da je vijest o masovnoj migraciji stanovništva iz RS označena kao manipulisana.,0
175,Provjera činjenica: Tvrdnja o uvođenju policijskog sata u Sarajevu,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o uvođenju policijskog sata u Sarajevu spada u kategoriju 'dezinformacija'.",0
176,Raskrinkavanje: Lažna vijest o poskupljenju struje za 300%,Viralna vijest o poskupljenju struje za 300% proglašena je netačnom nakon provjere činjenica.,1
177,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Lažna tvrdnja se proširila društvenim mrežama: navodi da je navodnoj ostavci člana Predsjedništva BiH nisu potvrđeni ni u jednom relevantnom izvoru.,1
178,Provjera činjenica: Tvrdnja o uvozu opasnog otpada,Analiza Raskrinkavanja pokazuje da je vijest o uvozu opasnog otpada označena kao manipulisana.,0
179,Provjera činjenica: Tvrdnja o zabrani ulaska bh. građanima u EU,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o zabrani ulaska bh. građanima u EU spada u kategoriju 'dezinformacija'.",0
180,Provjera činjenica: Tvrdnja o uvozu opasnog otpada,Analiza Raskrinkavanja pokazuje da je vijest o uvozu opasnog otpada označena kao manipulisana.,0
181,Provjera činjenica: Tvrdnja o masovnoj migraciji stanovništva iz RS,Činjenice provjerene: tvrdnja da je masovnoj migraciji stanovništva iz RS potpuno netačna prema istraživanju portala Raskrinkavanje.,0
182,Raskrinkavanje: Lažna vijest o ukidanju kantona u FBiH,Viralna vijest o ukidanju kantona u FBiH proglašena je netačnom nakon provjere činjenica.,1
183,Raskrinkavanje: Lažna vijest o masovnoj migraciji stanovništva iz RS,Lažna tvrdnja se proširila društvenim mrežama: navodi da je masovnoj migraciji stanovništva iz RS nisu potvrđeni ni u jednom relevantnom izvoru.,1
184,Raskrinkavanje: Lažna vijest o masovnoj migraciji stanovništva iz RS,Viralna vijest o masovnoj migraciji stanovništva iz RS proglašena je netačnom nakon provjere činjenica.,1
185,Provjera činjenica: Tvrdnja o poskupljenju struje za 300%,Analiza Raskrinkavanja pokazuje da je vijest o poskupljenju struje za 300% označena kao manipulisana.,0
186,Raskrinkavanje: Lažna vijest o masovnoj migraciji stanovništva iz RS,Viralna vijest o masovnoj migraciji stanovništva iz RS proglašena je netačnom nakon provjere činjenica.,1
187,Provjera činjenica: Tvrdnja o masovnoj migraciji stanovništva iz RS,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o masovnoj migraciji stanovništva iz RS spada u kategoriju 'dezinformacija'.",0
188,Provjera činjenica: Tvrdnja o masovnoj migraciji stanovništva iz RS,Činjenice provjerene: tvrdnja da je masovnoj migraciji stanovništva iz RS potpuno netačna prema istraživanju portala Raskrinkavanje.,0
189,Raskrinkavanje: Lažna vijest o zabrani ulaska bh. građanima u EU,Lažna tvrdnja se proširila društvenim mrežama: navodi da je zabrani ulaska bh. građanima u EU nisu potvrđeni ni u jednom relevantnom izvoru.,1
190,Provjera činjenica: Tvrdnja o uvođenju policijskog sata u Sarajevu,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o uvođenju policijskog sata u Sarajevu spada u kategoriju 'dezinformacija'.",0
191,Raskrinkavanje: Lažna vijest o zatvaranju škola u cijeloj BiH,Viralna vijest o zatvaranju škola u cijeloj BiH proglašena je netačnom nakon provjere činjenica.,1
192,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Raskrinkavanje.ba je označilo vijest o navodnoj ostavci člana Predsjedništva BiH kao potpuno izmišljenu.,1
193,Provjera činjenica: Tvrdnja o ukidanju kantona u FBiH,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o ukidanju kantona u FBiH spada u kategoriju 'dezinformacija'.",0
194,Raskrinkavanje: Lažna vijest o poskupljenju struje za 300%,Viralna vijest o poskupljenju struje za 300% proglašena je netačnom nakon provjere činjenica.,1
195,Provjera činjenica: Tvrdnja o uvozu opasnog otpada,Činjenice provjerene: tvrdnja da je uvozu opasnog otpada potpuno netačna prema istraživanju portala Raskrinkavanje.,0
196,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Raskrinkavanje.ba je označilo vijest o navodnoj ostavci člana Predsjedništva BiH kao potpuno izmišljenu.,1
197,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Lažna tvrdnja se proširila društvenim mrežama: navodi da je navodnoj ostavci člana Predsjedništva BiH nisu potvrđeni ni u jednom relevantnom izvoru.,1
198,Raskrinkavanje: Lažna vijest o prodaji državnog zemljišta stranim kompanijama,Viralna vijest o prodaji državnog zemljišta stranim kompanijama proglašena je netačnom nakon provjere činjenica.,1
199,Raskrinkavanje: Lažna vijest o uvođenju policijskog sata u Sarajevu,Viralna vijest o uvođenju policijskog sata u Sarajevu proglašena je netačnom nakon provjere činjenica.,1
200,Raskrinkavanje: Lažna vijest o prodaji državnog zemljišta stranim kompanijama,Lažna tvrdnja se proširila društvenim mrežama: navodi da je prodaji državnog zemljišta stranim kompanijama nisu potvrđeni ni u jednom relevantnom izvoru.,1
201,Provjera činjenica: Tvrdnja o prodaji državnog zemljišta stranim kompanijama,Činjenice provjerene: tvrdnja da je prodaji državnog zemljišta stranim kompanijama potpuno netačna prema istraživanju portala Raskrinkavanje.,0
202,Provjera činjenica: Tvrdnja o ukidanju kantona u FBiH,Činjenice provjerene: tvrdnja da je ukidanju kantona u FBiH potpuno netačna prema istraživanju portala Raskrinkavanje.,0
203,Provjera činjenica: Tvrdnja o uvođenju policijskog sata u Sarajevu,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o uvođenju policijskog sata u Sarajevu spada u kategoriju 'dezinformacija'.",0
204,Provjera činjenica: Tvrdnja o prodaji državnog zemljišta stranim kompanijama,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o prodaji državnog zemljišta stranim kompanijama spada u kategoriju 'dezinformacija'.",0
205,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Raskrinkavanje.ba je označilo vijest o navodnoj ostavci člana Predsjedništva BiH kao potpuno izmišljenu.,1
206,Provjera činjenica: Tvrdnja o tajnom dogovoru političkih lidera,Činjenice provjerene: tvrdnja da je tajnom dogovoru političkih lidera potpuno netačna prema istraživanju portala Raskrinkavanje.,0
207,Provjera činjenica: Tvrdnja o uvozu opasnog otpada,Analiza Raskrinkavanja pokazuje da je vijest o uvozu opasnog otpada označena kao manipulisana.,0
208,Raskrinkavanje: Lažna vijest o prodaji državnog zemljišta stranim kompanijama,Lažna tvrdnja se proširila društvenim mrežama: navodi da je prodaji državnog zemljišta stranim kompanijama nisu potvrđeni ni u jednom relevantnom izvoru.,1
209,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Viralna vijest o tajnom dogovoru političkih lidera proglašena je netačnom nakon provjere činjenica.,1
210,Provjera činjenica: Tvrdnja o zabrani ulaska bh. građanima u EU,Analiza Raskrinkavanja pokazuje da je vijest o zabrani ulaska bh. građanima u EU označena kao manipulisana.,0
211,Raskrinkavanje: Lažna vijest o uvođenju policijskog sata u Sarajevu,Raskrinkavanje.ba je označilo vijest o uvođenju policijskog sata u Sarajevu kao potpuno izmišljenu.,1
212,Provjera činjenica: Tvrdnja o tajnom dogovoru političkih lidera,Analiza Raskrinkavanja pokazuje da je vijest o tajnom dogovoru političkih lidera označena kao manipulisana.,0
213,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Raskrinkavanje.ba je označilo vijest o tajnom dogovoru političkih lidera kao potpuno izmišljenu.,1
214,Provjera činjenica: Tvrdnja o zabrani ulaska bh. građanima u EU,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o zabrani ulaska bh. građanima u EU spada u kategoriju 'dezinformacija'.",0
215,Provjera činjenica: Tvrdnja o ukidanju kantona u FBiH,Analiza Raskrinkavanja pokazuje da je vijest o ukidanju kantona u FBiH označena kao manipulisana.,0
216,Provjera činjenica: Tvrdnja o tajnom dogovoru političkih lidera,Analiza Raskrinkavanja pokazuje da je vijest o tajnom dogovoru političkih lidera označena kao manipulisana.,0
217,Raskrinkavanje: Lažna vijest o prodaji državnog zemljišta stranim kompanijama,Raskrinkavanje.ba je označilo vijest o prodaji državnog zemljišta stranim kompanijama kao potpuno izmišljenu.,1
218,Provjera činjenica: Tvrdnja o zabrani ulaska bh. građanima u EU,Činjenice provjerene: tvrdnja da je zabrani ulaska bh. građanima u EU potpuno netačna prema istraživanju portala Raskrinkavanje.,0
219,Provjera činjenica: Tvrdnja o uvođenju policijskog sata u Sarajevu,Analiza Raskrinkavanja pokazuje da je vijest o uvođenju policijskog sata u Sarajevu označena kao manipulisana.,0
220,Provjera činjenica: Tvrdnja o prodaji državnog zemljišta stranim kompanijama,Činjenice provjerene: tvrdnja da je prodaji državnog zemljišta stranim kompanijama potpuno netačna prema istraživanju portala Raskrinkavanje.,0
221,Raskrinkavanje: Lažna vijest o navodnoj ostavci člana Predsjedništva BiH,Lažna tvrdnja se proširila društvenim mrežama: navodi da je navodnoj ostavci člana Predsjedništva BiH nisu potvrđeni ni u jednom relevantnom izvoru.,1
222,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Raskrinkavanje.ba je označilo vijest o tajnom dogovoru političkih lidera kao potpuno izmišljenu.,1
223,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Viralna vijest o tajnom dogovoru političkih lidera proglašena je netačnom nakon provjere činjenica.,1
224,Raskrinkavanje: Lažna vijest o zatvaranju škola u cijeloj BiH,Lažna tvrdnja se proširila društvenim mrežama: navodi da je zatvaranju škola u cijeloj BiH nisu potvrđeni ni u jednom relevantnom izvoru.,1
225,Provjera činjenica: Tvrdnja o poskupljenju struje za 300%,Činjenice provjerene: tvrdnja da je poskupljenju struje za 300% potpuno netačna prema istraživanju portala Raskrinkavanje.,0
226,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Lažna tvrdnja se proširila društvenim mrežama: navodi da je tajnom dogovoru političkih lidera nisu potvrđeni ni u jednom relevantnom izvoru.,1
227,Provjera činjenica: Tvrdnja o tajnom dogovoru političkih lidera,Činjenice provjerene: tvrdnja da je tajnom dogovoru političkih lidera potpuno netačna prema istraživanju portala Raskrinkavanje.,0
228,Raskrinkavanje: Lažna vijest o tajnom dogovoru političkih lidera,Lažna tvrdnja se proširila društvenim mrežama: navodi da je tajnom dogovoru političkih lidera nisu potvrđeni ni u jednom relevantnom izvoru.,1
229,Raskrinkavanje: Lažna vijest o poskupljenju struje za 300%,Raskrinkavanje.ba je označilo vijest o poskupljenju struje za 300% kao potpuno izmišljenu.,1
230,Provjera činjenica: Tvrdnja o uvođenju policijskog sata u Sarajevu,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o uvođenju policijskog sata u Sarajevu spada u kategoriju 'dezinformacija'.",0
231,Provjera činjenica: Tvrdnja o masovnoj migraciji stanovništva iz RS,Analiza Raskrinkavanja pokazuje da je vijest o masovnoj migraciji stanovništva iz RS označena kao manipulisana.,0
232,Provjera činjenica: Tvrdnja o poskupljenju struje za 300%,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o poskupljenju struje za 300% spada u kategoriju 'dezinformacija'.",0
233,Provjera činjenica: Tvrdnja o ukidanju kantona u FBiH,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o ukidanju kantona u FBiH spada u kategoriju 'dezinformacija'.",0
234,Provjera činjenica: Tvrdnja o tajnom dogovoru političkih lidera,"Prema ocjeni Raskrinkavanje.ba, tvrdnja o tajnom dogovoru političkih lidera spada u kategoriju 'dezinformacija'.",0
235,Raskrinkavanje: Lažna vijest o masovnoj migraciji stanovništva iz RS,Lažna tvrdnja se proširila društvenim mrežama: navodi da je masovnoj migraciji stanovništva iz RS nisu potvrđeni ni u jednom relevantnom izvoru.,1
236,Provjera činjenica: Tvrdnja o uvozu opasnog otpada,Analiza Raskrinkavanja pokazuje da je vijest o uvozu opasnog otpada označena kao manipulisana.,0
237,Raskrinkavanje: Lažna vijest o masovnoj migraciji stanovništva iz RS,Raskrinkavanje.ba je označilo vijest o masovnoj migraciji stanovništva iz RS kao potpuno izmišljenu.,1
238,Provjera činjenica: Tvrdnja o prodaji državnog zemljišta stranim kompanijama,Analiza Raskrinkavanja pokazuje da je vijest o prodaji državnog zemljišta stranim kompanijama označena kao manipulisana.,0
